We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [`@+%|] = [{&$]: AB + CD = EFG  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F', 'G'], |sym|=7)
fact1 ['{+@`] = [{{`]: HE + BA = EEA  (r.len=3, sym=['A', 'B', 'E', 'H'], |sym|=4)
fact2 [`'*#@] = [`'#@]: AH * JB = AHJB  (r.len=4, sym=['A', 'B', 'H', 'J'], |sym|=4)
fact3 [''+%'] = [##]: HH + CH = JJ  (r.len=2, sym=['C', 'H', 'J'], |sym|=3)
  R2827: concat(56,39) = 5639 -> J=3,H=6,B=9,A=5
  R2828: concat(56,40) = 5640 -> J=4,H=6,B=0,A=5
  R2829: concat(56,41) = 5641 -> J=4,H=6,B=1,A=5
  R2830: concat(56,42) = 5642 -> J=4,H=6,B=2,A=5
  R2831: concat(56,43) = 5643 -> J=4,H=6,B=3,A=5
  R2832: concat(56,47) = 5647 -> J=4,H=6,B=7,A=5
  R2833: concat(56,48) = 5648 -> J=4,H=6,B=8,A=5
  R2834: concat(56,49) = 5649 -> J=4,H=6,B=9,A=5
  R2835: concat(56,70) = 5670 -> J=7,H=6,B=0,A=5
  R2836: concat(56,71) = 5671 -> J=7,H=6,B=1,A=5
  R2837: concat(56,72) = 5672 -> J=7,H=6,B=2,A=5
  R2838: concat(56,73) = 5673 -> J=7,H=6,B=3,A=5
  R2839: concat(56,74) = 5674 -> J=7,H=6,B=4,A=5
  R2840: concat(56,78) = 5678 -> J=7,H=6,B=8,A=5
  R2841: concat(56,79) = 5679 -> J=7,H=6,B=9,A=5
  R2842: concat(56,80) = 5680 -> J=8,H=6,B=0,A=5
  R2843: concat(56,81) = 5681 -> J=8,H=6,B=1,A=5
  R2844: concat(56,82) = 5682 -> J=8,H=6,B=2,A=5
  R2845: concat(56,83) = 5683 -> J=8,H=6,B=3,A=5
  R2846: concat(56,84) = 5684 -> J=8,H=6,B=4,A=5
  R2847: concat(56,87) = 5687 -> J=8,H=6,B=7,A=5
  R2848: concat(56,89) = 5689 -> J=8,H=6,B=9,A=5
  R2849: concat(56,90) = 5690 -> J=9,H=6,B=0,A=5
  R2850: concat(56,91) = 5691 -> J=9,H=6,B=1,A=5
  R2851: concat(56,92) = 5692 -> J=9,H=6,B=2,A=5
  R2852: concat(56,93) = 5693 -> J=9,H=6,B=3,A=5
  R2853: concat(56,94) = 5694 -> J=9,H=6,B=4,A=5
  R2854: concat(56,97) = 5697 -> J=9,H=6,B=7,A=5
  R2855: concat(56,98) = 5698 -> J=9,H=6,B=8,A=5
  R2856: concat(57,01) = 5701 -> J=0,H=7,B=1,A=5
  R2857: concat(57,02) = 5702 -> J=0,H=7,B=2,A=5
  R2858: concat(57,03) = 5703 -> J=0,H=7,B=3,A=5
  R2859: concat(57,04) = 5704 -> J=0,H=7,B=4,A=5
  R2860: concat(57,06) = 5706 -> J=0,H=7,B=6,A=5
  R2861: concat(57,08) = 5708 -> J=0,H=7,B=8,A=5
  R2862: concat(57,09) = 5709 -> J=0,H=7,B=9,A=5
  R2863: concat(57,10) = 5710 -> J=1,H=7,B=0,A=5
  R2864: concat(57,12) = 5712 -> J=1,H=7,B=2,A=5
  R2865: concat(57,13) = 5713 -> J=1,H=7,B=3,A=5
  R2866: concat(57,14) = 5714 -> J=1,H=7,B=4,A=5
  R2867: concat(57,16) = 5716 -> J=1,H=7,B=6,A=5
  R2868: concat(57,18) = 5718 -> J=1,H=7,B=8,A=5
  R2869: concat(57,19) = 5719 -> J=1,H=7,B=9,A=5
  R2870: concat(57,20) = 5720 -> J=2,H=7,B=0,A=5
  R2871: concat(57,21) = 5721 -> J=2,H=7,B=1,A=5
  R2872: concat(57,23) = 5723 -> J=2,H=7,B=3,A=5
  R2873: concat(57,24) = 5724 -> J=2,H=7,B=4,A=5
  R2874: concat(57,26) = 5726 -> J=2,H=7,B=6,A=5
  R2875: concat(57,28) = 5728 -> J=2,H=7,B=8,A=5
  R2876: concat(57,29) = 5729 -> J=2,H=7,B=9,A=5
  R2877: concat(57,30) = 5730 -> J=3,H=7,B=0,A=5
  R2878: concat(57,31) = 5731 -> J=3,H=7,B=1,A=5
  R2879: concat(57,32) = 5732 -> J=3,H=7,B=2,A=5
  R2880: concat(57,34) = 5734 -> J=3,H=7,B=4,A=5
  R2881: concat(57,36) = 5736 -> J=3,H=7,B=6,A=5
  R2882: concat(57,38) = 5738 -> J=3,H=7,B=8,A=5
  R2883: concat(57,39) = 5739 -> J=3,H=7,B=9,A=5
  R2884: concat(57,40) = 5740 -> J=4,H=7,B=0,A=5
  R2885: concat(57,41) = 5741 -> J=4,H=7,B=1,A=5
  R2886: concat(57,42) = 5742 -> J=4,H=7,B=2,A=5
  R2887: concat(57,43) = 5743 -> J=4,H=7,B=3,A=5
  R2888: concat(57,46) = 5746 -> J=4,H=7,B=6,A=5
  R2889: concat(57,48) = 5748 -> J=4,H=7,B=8,A=5
  R2890: concat(57,49) = 5749 -> J=4,H=7,B=9,A=5
  R2891: concat(57,60) = 5760 -> J=6,H=7,B=0,A=5
  R2892: concat(57,61) = 5761 -> J=6,H=7,B=1,A=5
  R2893: concat(57,62) = 5762 -> J=6,H=7,B=2,A=5
  R2894: concat(57,63) = 5763 -> J=6,H=7,B=3,A=5
  R2895: concat(57,64) = 5764 -> J=6,H=7,B=4,A=5
  R2896: concat(57,68) = 5768 -> J=6,H=7,B=8,A=5
  R2897: concat(57,69) = 5769 -> J=6,H=7,B=9,A=5
  R2898: concat(57,80) = 5780 -> J=8,H=7,B=0,A=5
  R2899: concat(57,81) = 5781 -> J=8,H=7,B=1,A=5
  R2900: concat(57,82) = 5782 -> J=8,H=7,B=2,A=5
  R2901: concat(57,83) = 5783 -> J=8,H=7,B=3,A=5
  R2902: concat(57,84) = 5784 -> J=8,H=7,B=4,A=5
  R2903: concat(57,86) = 5786 -> J=8,H=7,B=6,A=5
  R2904: concat(57,89) = 5789 -> J=8,H=7,B=9,A=5
  R2905: concat(57,90) = 5790 -> J=9,H=7,B=0,A=5
  R2906: concat(57,91) = 5791 -> J=9,H=7,B=1,A=5
  R2907: concat(57,92) = 5792 -> J=9,H=7,B=2,A=5
  R2908: concat(57,93) = 5793 -> J=9,H=7,B=3,A=5
  R2909: concat(57,94) = 5794 -> J=9,H=7,B=4,A=5
  R2910: concat(57,96) = 5796 -> J=9,H=7,B=6,A=5
  R2911: concat(57,98) = 5798 -> J=9,H=7,B=8,A=5
  R2912: concat(58,01) = 5801 -> J=0,H=8,B=1,A=5
  R2913: concat(58,02) = 5802 -> J=0,H=8,B=2,A=5
  R2914: concat(58,03) = 5803 -> J=0,H=8,B=3,A=5
  R2915: concat(58,04) = 5804 -> J=0,H=8,B=4,A=5
  R2916: concat(58,06) = 5806 -> J=0,H=8,B=6,A=5
  R2917: concat(58,07) = 5807 -> J=0,H=8,B=7,A=5
  R2918: concat(58,09) = 5809 -> J=0,H=8,B=9,A=5
  R2919: concat(58,10) = 5810 -> J=1,H=8,B=0,A=5
  R2920: concat(58,12) = 5812 -> J=1,H=8,B=2,A=5
  R2921: concat(58,13) = 5813 -> J=1,H=8,B=3,A=5
  R2922: concat(58,14) = 5814 -> J=1,H=8,B=4,A=5
  R2923: concat(58,16) = 5816 -> J=1,H=8,B=6,A=5
  R2924: concat(58,17) = 5817 -> J=1,H=8,B=7,A=5
  R2925: concat(58,19) = 5819 -> J=1,H=8,B=9,A=5
  R2926: concat(58,20) = 5820 -> J=2,H=8,B=0,A=5
  R2927: concat(58,21) = 5821 -> J=2,H=8,B=1,A=5
  R2928: concat(58,23) = 5823 -> J=2,H=8,B=3,A=5
  R2929: concat(58,24) = 5824 -> J=2,H=8,B=4,A=5
  R2930: concat(58,26) = 5826 -> J=2,H=8,B=6,A=5
  R2931: concat(58,27) = 5827 -> J=2,H=8,B=7,A=5
  R2932: concat(58,29) = 5829 -> J=2,H=8,B=9,A=5
  R2933: concat(58,30) = 5830 -> J=3,H=8,B=0,A=5
  R2934: concat(58,31) = 5831 -> J=3,H=8,B=1,A=5
  R2935: concat(58,32) = 5832 -> J=3,H=8,B=2,A=5
  R2936: concat(58,34) = 5834 -> J=3,H=8,B=4,A=5
  R2937: concat(58,36) = 5836 -> J=3,H=8,B=6,A=5
  R2938: concat(58,37) = 5837 -> J=3,H=8,B=7,A=5
  R2939: concat(58,39) = 5839 -> J=3,H=8,B=9,A=5
  R2940: concat(58,40) = 5840 -> J=4,H=8,B=0,A=5
  R2941: concat(58,41) = 5841 -> J=4,H=8,B=1,A=5
  R2942: concat(58,42) = 5842 -> J=4,H=8,B=2,A=5
  R2943: concat(58,43) = 5843 -> J=4,H=8,B=3,A=5
  R2944: concat(58,46) = 5846 -> J=4,H=8,B=6,A=5
  R2945: concat(58,47) = 5847 -> J=4,H=8,B=7,A=5
  R2946: concat(58,49) = 5849 -> J=4,H=8,B=9,A=5
  R2947: concat(58,60) = 5860 -> J=6,H=8,B=0,A=5
  R2948: concat(58,61) = 5861 -> J=6,H=8,B=1,A=5
  R2949: concat(58,62) = 5862 -> J=6,H=8,B=2,A=5
  R2950: concat(58,63) = 5863 -> J=6,H=8,B=3,A=5
  R2951: concat(58,64) = 5864 -> J=6,H=8,B=4,A=5
  R2952: concat(58,67) = 5867 -> J=6,H=8,B=7,A=5
  R2953: concat(58,69) = 5869 -> J=6,H=8,B=9,A=5
  R2954: concat(58,70) = 5870 -> J=7,H=8,B=0,A=5
  R2955: concat(58,71) = 5871 -> J=7,H=8,B=1,A=5
  R2956: concat(58,72) = 5872 -> J=7,H=8,B=2,A=5
  R2957: concat(58,73) = 5873 -> J=7,H=8,B=3,A=5
  R2958: concat(58,74) = 5874 -> J=7,H=8,B=4,A=5
  R2959: concat(58,76) = 5876 -> J=7,H=8,B=6,A=5
  R2960: concat(58,79) = 5879 -> J=7,H=8,B=9,A=5
  R2961: concat(58,90) = 5890 -> J=9,H=8,B=0,A=5
  R2962: concat(58,91) = 5891 -> J=9,H=8,B=1,A=5
  R2963: concat(58,92) = 5892 -> J=9,H=8,B=2,A=5
  R2964: concat(58,93) = 5893 -> J=9,H=8,B=3,A=5
  R2965: concat(58,94) = 5894 -> J=9,H=8,B=4,A=5
  R2966: concat(58,96) = 5896 -> J=9,H=8,B=6,A=5
  R2967: concat(58,97) = 5897 -> J=9,H=8,B=7,A=5
  R2968: concat(59,01) = 5901 -> J=0,H=9,B=1,A=5
  R2969: concat(59,02) = 5902 -> J=0,H=9,B=2,A=5
  R2970: concat(59,03) = 5903 -> J=0,H=9,B=3,A=5
  R2971: concat(59,04) = 5904 -> J=0,H=9,B=4,A=5
  R2972: concat(59,06) = 5906 -> J=0,H=9,B=6,A=5
  R2973: concat(59,07) = 5907 -> J=0,H=9,B=7,A=5
  R2974: concat(59,08) = 5908 -> J=0,H=9,B=8,A=5
  R2975: concat(59,10) = 5910 -> J=1,H=9,B=0,A=5
  R2976: concat(59,12) = 5912 -> J=1,H=9,B=2,A=5
  R2977: concat(59,13) = 5913 -> J=1,H=9,B=3,A=5
  R2978: concat(59,14) = 5914 -> J=1,H=9,B=4,A=5
  R2979: concat(59,16) = 5916 -> J=1,H=9,B=6,A=5
  R2980: concat(59,17) = 5917 -> J=1,H=9,B=7,A=5
  R2981: concat(59,18) = 5918 -> J=1,H=9,B=8,A=5
  R2982: concat(59,20) = 5920 -> J=2,H=9,B=0,A=5
  R2983: concat(59,21) = 5921 -> J=2,H=9,B=1,A=5
  R2984: concat(59,23) = 5923 -> J=2,H=9,B=3,A=5
  R2985: concat(59,24) = 5924 -> J=2,H=9,B=4,A=5
  R2986: concat(59,26) = 5926 -> J=2,H=9,B=6,A=5
  R2987: concat(59,27) = 5927 -> J=2,H=9,B=7,A=5
  R2988: concat(59,28) = 5928 -> J=2,H=9,B=8,A=5
  R2989: concat(59,30) = 5930 -> J=3,H=9,B=0,A=5
  R2990: concat(59,31) = 5931 -> J=3,H=9,B=1,A=5
  R2991: concat(59,32) = 5932 -> J=3,H=9,B=2,A=5
  R2992: concat(59,34) = 5934 -> J=3,H=9,B=4,A=5
  R2993: concat(59,36) = 5936 -> J=3,H=9,B=6,A=5
  R2994: concat(59,37) = 5937 -> J=3,H=9,B=7,A=5
  R2995: concat(59,38) = 5938 -> J=3,H=9,B=8,A=5
  R2996: concat(59,40) = 5940 -> J=4,H=9,B=0,A=5
  R2997: concat(59,41) = 5941 -> J=4,H=9,B=1,A=5
  R2998: concat(59,42) = 5942 -> J=4,H=9,B=2,A=5
  R2999: concat(59,43) = 5943 -> J=4,H=9,B=3,A=5
  R3000: concat(59,46) = 5946 -> J=4,H=9,B=6,A=5
  R3001: concat(59,47) = 5947 -> J=4,H=9,B=7,A=5
  R3002: concat(59,48) = 5948 -> J=4,H=9,B=8,A=5
  R3003: concat(59,60) = 5960 -> J=6,H=9,B=0,A=5
  R3004: concat(59,61) = 5961 -> J=6,H=9,B=1,A=5
  R3005: concat(59,62) = 5962 -> J=6,H=9,B=2,A=5
  R3006: concat(59,63) = 5963 -> J=6,H=9,B=3,A=5
  R3007: concat(59,64) = 5964 -> J=6,H=9,B=4,A=5
  R3008: concat(59,67) = 5967 -> J=6,H=9,B=7,A=5
  R3009: concat(59,68) = 5968 -> J=6,H=9,B=8,A=5
  R3010: concat(59,70) = 5970 -> J=7,H=9,B=0,A=5
  R3011: concat(59,71) = 5971 -> J=7,H=9,B=1,A=5
  R3012: concat(59,72) = 5972 -> J=7,H=9,B=2,A=5
  R3013: concat(59,73) = 5973 -> J=7,H=9,B=3,A=5
  R3014: concat(59,74) = 5974 -> J=7,H=9,B=4,A=5
  R3015: concat(59,76) = 5976 -> J=7,H=9,B=6,A=5
  R3016: concat(59,78) = 5978 -> J=7,H=9,B=8,A=5
  R3017: concat(59,80) = 5980 -> J=8,H=9,B=0,A=5
  R3018: concat(59,81) = 5981 -> J=8,H=9,B=1,A=5
  R3019: concat(59,82) = 5982 -> J=8,H=9,B=2,A=5
  R3020: concat(59,83) = 5983 -> J=8,H=9,B=3,A=5
  R3021: concat(59,84) = 5984 -> J=8,H=9,B=4,A=5
  R3022: concat(59,86) = 5986 -> J=8,H=9,B=6,A=5
  R3023: concat(59,87) = 5987 -> J=8,H=9,B=7,A=5
  R3024: concat(60,12) = 6012 -> J=1,H=0,B=2,A=6
  R3025: concat(60,13) = 6013 -> J=1,H=0,B=3,A=6
  R3026: concat(60,14) = 6014 -> J=1,H=0,B=4,A=6
  R3027: concat(60,15) = 6015 -> J=1,H=0,B=5,A=6
  R3028: concat(60,17) = 6017 -> J=1,H=0,B=7,A=6
  R3029: concat(60,18) = 6018 -> J=1,H=0,B=8,A=6
  R3030: concat(60,19) = 6019 -> J=1,H=0,B=9,A=6
  R3031: concat(60,21) = 6021 -> J=2,H=0,B=1,A=6
  R3032: concat(60,23) = 6023 -> J=2,H=0,B=3,A=6
  R3033: concat(60,24) = 6024 -> J=2,H=0,B=4,A=6
  R3034: concat(60,25) = 6025 -> J=2,H=0,B=5,A=6
  R3035: concat(60,27) = 6027 -> J=2,H=0,B=7,A=6
  R3036: concat(60,28) = 6028 -> J=2,H=0,B=8,A=6
  R3037: concat(60,29) = 6029 -> J=2,H=0,B=9,A=6
  R3038: concat(60,31) = 6031 -> J=3,H=0,B=1,A=6
  R3039: concat(60,32) = 6032 -> J=3,H=0,B=2,A=6
  R3040: concat(60,34) = 6034 -> J=3,H=0,B=4,A=6
  R3041: concat(60,35) = 6035 -> J=3,H=0,B=5,A=6
  R3042: concat(60,37) = 6037 -> J=3,H=0,B=7,A=6
  R3043: concat(60,38) = 6038 -> J=3,H=0,B=8,A=6
  R3044: concat(60,39) = 6039 -> J=3,H=0,B=9,A=6
  R3045: concat(60,41) = 6041 -> J=4,H=0,B=1,A=6
  R3046: concat(60,42) = 6042 -> J=4,H=0,B=2,A=6
  R3047: concat(60,43) = 6043 -> J=4,H=0,B=3,A=6
  R3048: concat(60,45) = 6045 -> J=4,H=0,B=5,A=6
  R3049: concat(60,47) = 6047 -> J=4,H=0,B=7,A=6
  R3050: concat(60,48) = 6048 -> J=4,H=0,B=8,A=6
  R3051: concat(60,49) = 6049 -> J=4,H=0,B=9,A=6
  R3052: concat(60,51) = 6051 -> J=5,H=0,B=1,A=6
  R3053: concat(60,52) = 6052 -> J=5,H=0,B=2,A=6
  R3054: concat(60,53) = 6053 -> J=5,H=0,B=3,A=6
  R3055: concat(60,54) = 6054 -> J=5,H=0,B=4,A=6
  R3056: concat(60,57) = 6057 -> J=5,H=0,B=7,A=6
  R3057: concat(60,58) = 6058 -> J=5,H=0,B=8,A=6
  R3058: concat(60,59) = 6059 -> J=5,H=0,B=9,A=6
  R3059: concat(60,71) = 6071 -> J=7,H=0,B=1,A=6
  R3060: concat(60,72) = 6072 -> J=7,H=0,B=2,A=6
  R3061: concat(60,73) = 6073 -> J=7,H=0,B=3,A=6
  R3062: concat(60,74) = 6074 -> J=7,H=0,B=4,A=6
  R3063: concat(60,75) = 6075 -> J=7,H=0,B=5,A=6
  R3064: concat(60,78) = 6078 -> J=7,H=0,B=8,A=6
  R3065: concat(60,79) = 6079 -> J=7,H=0,B=9,A=6
  R3066: concat(60,81) = 6081 -> J=8,H=0,B=1,A=6
  R3067: concat(60,82) = 6082 -> J=8,H=0,B=2,A=6
  R3068: concat(60,83) = 6083 -> J=8,H=0,B=3,A=6
  R3069: concat(60,84) = 6084 -> J=8,H=0,B=4,A=6
  R3070: concat(60,85) = 6085 -> J=8,H=0,B=5,A=6
  R3071: concat(60,87) = 6087 -> J=8,H=0,B=7,A=6
  R3072: concat(60,89) = 6089 -> J=8,H=0,B=9,A=6
  R3073: concat(60,91) = 6091 -> J=9,H=0,B=1,A=6
  R3074: concat(60,92) = 6092 -> J=9,H=0,B=2,A=6
  R3075: concat(60,93) = 6093 -> J=9,H=0,B=3,A=6
  R3076: concat(60,94) = 6094 -> J=9,H=0,B=4,A=6
  R3077: concat(60,95) = 6095 -> J=9,H=0,B=5,A=6
  R3078: concat(60,97) = 6097 -> J=9,H=0,B=7,A=6
  R3079: concat(60,98) = 6098 -> J=9,H=0,B=8,A=6
  R3080: concat(61,02) = 6102 -> J=0,H=1,B=2,A=6
  R3081: concat(61,03) = 6103 -> J=0,H=1,B=3,A=6
  R3082: concat(61,04) = 6104 -> J=0,H=1,B=4,A=6
  R3083: concat(61,05) = 6105 -> J=0,H=1,B=5,A=6
  R3084: concat(61,07) = 6107 -> J=0,H=1,B=7,A=6
  R3085: concat(61,08) = 6108 -> J=0,H=1,B=8,A=6
  R3086: concat(61,09) = 6109 -> J=0,H=1,B=9,A=6
  R3087: concat(61,20) = 6120 -> J=2,H=1,B=0,A=6
  R3088: concat(61,23) = 6123 -> J=2,H=1,B=3,A=6
  R3089: concat(61,24) = 6124 -> J=2,H=1,B=4,A=6
  R3090: concat(61,25) = 6125 -> J=2,H=1,B=5,A=6
  R3091: concat(61,27) = 6127 -> J=2,H=1,B=7,A=6
  R3092: concat(61,28) = 6128 -> J=2,H=1,B=8,A=6
  R3093: concat(61,29) = 6129 -> J=2,H=1,B=9,A=6
  R3094: concat(61,30) = 6130 -> J=3,H=1,B=0,A=6
  R3095: concat(61,32) = 6132 -> J=3,H=1,B=2,A=6
  R3096: concat(61,34) = 6134 -> J=3,H=1,B=4,A=6
  R3097: concat(61,35) = 6135 -> J=3,H=1,B=5,A=6
  R3098: concat(61,37) = 6137 -> J=3,H=1,B=7,A=6
  R3099: concat(61,38) = 6138 -> J=3,H=1,B=8,A=6
  R3100: concat(61,39) = 6139 -> J=3,H=1,B=9,A=6
  R3101: concat(61,40) = 6140 -> J=4,H=1,B=0,A=6
  R3102: concat(61,42) = 6142 -> J=4,H=1,B=2,A=6
  R3103: concat(61,43) = 6143 -> J=4,H=1,B=3,A=6
  R3104: concat(61,45) = 6145 -> J=4,H=1,B=5,A=6
  R3105: concat(61,47) = 6147 -> J=4,H=1,B=7,A=6
  R3106: concat(61,48) = 6148 -> J=4,H=1,B=8,A=6
  R3107: concat(61,49) = 6149 -> J=4,H=1,B=9,A=6
  R3108: concat(61,50) = 6150 -> J=5,H=1,B=0,A=6
  R3109: concat(61,52) = 6152 -> J=5,H=1,B=2,A=6
  R3110: concat(61,53) = 6153 -> J=5,H=1,B=3,A=6
  R3111: concat(61,54) = 6154 -> J=5,H=1,B=4,A=6
  R3112: concat(61,57) = 6157 -> J=5,H=1,B=7,A=6
  R3113: concat(61,58) = 6158 -> J=5,H=1,B=8,A=6
  R3114: concat(61,59) = 6159 -> J=5,H=1,B=9,A=6
  R3115: concat(61,70) = 6170 -> J=7,H=1,B=0,A=6
  R3116: concat(61,72) = 6172 -> J=7,H=1,B=2,A=6
  R3117: concat(61,73) = 6173 -> J=7,H=1,B=3,A=6
  R3118: concat(61,74) = 6174 -> J=7,H=1,B=4,A=6
  R3119: concat(61,75) = 6175 -> J=7,H=1,B=5,A=6
  R3120: concat(61,78) = 6178 -> J=7,H=1,B=8,A=6
  R3121: concat(61,79) = 6179 -> J=7,H=1,B=9,A=6
  R3122: concat(61,80) = 6180 -> J=8,H=1,B=0,A=6
  R3123: concat(61,82) = 6182 -> J=8,H=1,B=2,A=6
  R3124: concat(61,83) = 6183 -> J=8,H=1,B=3,A=6
  R3125: concat(61,84) = 6184 -> J=8,H=1,B=4,A=6
  R3126: concat(61,85) = 6185 -> J=8,H=1,B=5,A=6
  R3127: concat(61,87) = 6187 -> J=8,H=1,B=7,A=6
  R3128: concat(61,89) = 6189 -> J=8,H=1,B=9,A=6
  R3129: concat(61,90) = 6190 -> J=9,H=1,B=0,A=6
  R3130: concat(61,92) = 6192 -> J=9,H=1,B=2,A=6
  R3131: concat(61,93) = 6193 -> J=9,H=1,B=3,A=6
  R3132: concat(61,94) = 6194 -> J=9,H=1,B=4,A=6
  R3133: concat(61,95) = 6195 -> J=9,H=1,B=5,A=6
  R3134: concat(61,97) = 6197 -> J=9,H=1,B=7,A=6
  R3135: concat(61,98) = 6198 -> J=9,H=1,B=8,A=6
  R3136: concat(62,01) = 6201 -> J=0,H=2,B=1,A=6
  R3137: concat(62,03) = 6203 -> J=0,H=2,B=3,A=6
  R3138: concat(62,04) = 6204 -> J=0,H=2,B=4,A=6
  R3139: concat(62,05) = 6205 -> J=0,H=2,B=5,A=6
  R3140: concat(62,07) = 6207 -> J=0,H=2,B=7,A=6
  R3141: concat(62,08) = 6208 -> J=0,H=2,B=8,A=6
  R3142: concat(62,09) = 6209 -> J=0,H=2,B=9,A=6
  R3143: concat(62,10) = 6210 -> J=1,H=2,B=0,A=6
  R3144: concat(62,13) = 6213 -> J=1,H=2,B=3,A=6
  R3145: concat(62,14) = 6214 -> J=1,H=2,B=4,A=6
  R3146: concat(62,15) = 6215 -> J=1,H=2,B=5,A=6
  R3147: concat(62,17) = 6217 -> J=1,H=2,B=7,A=6
  R3148: concat(62,18) = 6218 -> J=1,H=2,B=8,A=6
  R3149: concat(62,19) = 6219 -> J=1,H=2,B=9,A=6
  R3150: concat(62,30) = 6230 -> J=3,H=2,B=0,A=6
  R3151: concat(62,31) = 6231 -> J=3,H=2,B=1,A=6
  R3152: concat(62,34) = 6234 -> J=3,H=2,B=4,A=6
  R3153: concat(62,35) = 6235 -> J=3,H=2,B=5,A=6
  R3154: concat(62,37) = 6237 -> J=3,H=2,B=7,A=6
  R3155: concat(62,38) = 6238 -> J=3,H=2,B=8,A=6
  R3156: concat(62,39) = 6239 -> J=3,H=2,B=9,A=6
  R3157: concat(62,40) = 6240 -> J=4,H=2,B=0,A=6
  R3158: concat(62,41) = 6241 -> J=4,H=2,B=1,A=6
  R3159: concat(62,43) = 6243 -> J=4,H=2,B=3,A=6
  R3160: concat(62,45) = 6245 -> J=4,H=2,B=5,A=6
  R3161: concat(62,47) = 6247 -> J=4,H=2,B=7,A=6
  R3162: concat(62,48) = 6248 -> J=4,H=2,B=8,A=6
  R3163: concat(62,49) = 6249 -> J=4,H=2,B=9,A=6
  R3164: concat(62,50) = 6250 -> J=5,H=2,B=0,A=6
  R3165: concat(62,51) = 6251 -> J=5,H=2,B=1,A=6
  R3166: concat(62,53) = 6253 -> J=5,H=2,B=3,A=6
  R3167: concat(62,54) = 6254 -> J=5,H=2,B=4,A=6
  R3168: concat(62,57) = 6257 -> J=5,H=2,B=7,A=6
  R3169: concat(62,58) = 6258 -> J=5,H=2,B=8,A=6
  R3170: concat(62,59) = 6259 -> J=5,H=2,B=9,A=6
  R3171: concat(62,70) = 6270 -> J=7,H=2,B=0,A=6
  R3172: concat(62,71) = 6271 -> J=7,H=2,B=1,A=6
  R3173: concat(62,73) = 6273 -> J=7,H=2,B=3,A=6
  R3174: concat(62,74) = 6274 -> J=7,H=2,B=4,A=6
  R3175: concat(62,75) = 6275 -> J=7,H=2,B=5,A=6
  R3176: concat(62,78) = 6278 -> J=7,H=2,B=8,A=6
  R3177: concat(62,79) = 6279 -> J=7,H=2,B=9,A=6
  R3178: concat(62,80) = 6280 -> J=8,H=2,B=0,A=6
  R3179: concat(62,81) = 6281 -> J=8,H=2,B=1,A=6
  R3180: concat(62,83) = 6283 -> J=8,H=2,B=3,A=6
  R3181: concat(62,84) = 6284 -> J=8,H=2,B=4,A=6
  R3182: concat(62,85) = 6285 -> J=8,H=2,B=5,A=6
  R3183: concat(62,87) = 6287 -> J=8,H=2,B=7,A=6
  R3184: concat(62,89) = 6289 -> J=8,H=2,B=9,A=6
  R3185: concat(62,90) = 6290 -> J=9,H=2,B=0,A=6
  R3186: concat(62,91) = 6291 -> J=9,H=2,B=1,A=6
  R3187: concat(62,93) = 6293 -> J=9,H=2,B=3,A=6
  R3188: concat(62,94) = 6294 -> J=9,H=2,B=4,A=6
  R3189: concat(62,95) = 6295 -> J=9,H=2,B=5,A=6
  R3190: concat(62,97) = 6297 -> J=9,H=2,B=7,A=6
  R3191: concat(62,98) = 6298 -> J=9,H=2,B=8,A=6
  R3192: concat(63,01) = 6301 -> J=0,H=3,B=1,A=6
  R3193: concat(63,02) = 6302 -> J=0,H=3,B=2,A=6
  R3194: concat(63,04) = 6304 -> J=0,H=3,B=4,A=6
  R3195: concat(63,05) = 6305 -> J=0,H=3,B=5,A=6
  R3196: concat(63,07) = 6307 -> J=0,H=3,B=7,A=6
  R3197: concat(63,08) = 6308 -> J=0,H=3,B=8,A=6
  R3198: concat(63,09) = 6309 -> J=0,H=3,B=9,A=6
  R3199: concat(63,10) = 6310 -> J=1,H=3,B=0,A=6
  R3200: concat(63,12) = 6312 -> J=1,H=3,B=2,A=6
  R3201: concat(63,14) = 6314 -> J=1,H=3,B=4,A=6
  R3202: concat(63,15) = 6315 -> J=1,H=3,B=5,A=6
  R3203: concat(63,17) = 6317 -> J=1,H=3,B=7,A=6
  R3204: concat(63,18) = 6318 -> J=1,H=3,B=8,A=6
  R3205: concat(63,19) = 6319 -> J=1,H=3,B=9,A=6
  R3206: concat(63,20) = 6320 -> J=2,H=3,B=0,A=6
  R3207: concat(63,21) = 6321 -> J=2,H=3,B=1,A=6
  R3208: concat(63,24) = 6324 -> J=2,H=3,B=4,A=6
  R3209: concat(63,25) = 6325 -> J=2,H=3,B=5,A=6
  R3210: concat(63,27) = 6327 -> J=2,H=3,B=7,A=6
  R3211: concat(63,28) = 6328 -> J=2,H=3,B=8,A=6
  R3212: concat(63,29) = 6329 -> J=2,H=3,B=9,A=6
  R3213: concat(63,40) = 6340 -> J=4,H=3,B=0,A=6
  R3214: concat(63,41) = 6341 -> J=4,H=3,B=1,A=6
  R3215: concat(63,42) = 6342 -> J=4,H=3,B=2,A=6
  R3216: concat(63,45) = 6345 -> J=4,H=3,B=5,A=6
  R3217: concat(63,47) = 6347 -> J=4,H=3,B=7,A=6
