We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 []}*\(] = [\(]}]: AB * CD = CDAB  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [']+''] = [}&]: EA + EE = BF  (r.len=2, sym=['A', 'B', 'E', 'F'], |sym|=4)
fact2 [[\*]]] = []][\]: GC * AA = AAGC  (r.len=4, sym=['A', 'C', 'G'], |sym|=3)
  R1191: concat(31,24) = 3124 -> D=1,C=3,A=2,B=4
  R1192: concat(35,24) = 3524 -> D=5,C=3,A=2,B=4
  R1193: concat(36,24) = 3624 -> D=6,C=3,A=2,B=4
  R1194: concat(37,24) = 3724 -> D=7,C=3,A=2,B=4
  R1195: concat(38,24) = 3824 -> D=8,C=3,A=2,B=4
  R1196: concat(39,24) = 3924 -> D=9,C=3,A=2,B=4
  R1197: concat(50,24) = 5024 -> D=0,C=5,A=2,B=4
  R1198: concat(51,24) = 5124 -> D=1,C=5,A=2,B=4
  R1199: concat(53,24) = 5324 -> D=3,C=5,A=2,B=4
  R1200: concat(56,24) = 5624 -> D=6,C=5,A=2,B=4
  R1201: concat(57,24) = 5724 -> D=7,C=5,A=2,B=4
  R1202: concat(58,24) = 5824 -> D=8,C=5,A=2,B=4
  R1203: concat(59,24) = 5924 -> D=9,C=5,A=2,B=4
  R1204: concat(60,24) = 6024 -> D=0,C=6,A=2,B=4
  R1205: concat(61,24) = 6124 -> D=1,C=6,A=2,B=4
  R1206: concat(63,24) = 6324 -> D=3,C=6,A=2,B=4
  R1207: concat(65,24) = 6524 -> D=5,C=6,A=2,B=4
  R1208: concat(67,24) = 6724 -> D=7,C=6,A=2,B=4
  R1209: concat(68,24) = 6824 -> D=8,C=6,A=2,B=4
  R1210: concat(69,24) = 6924 -> D=9,C=6,A=2,B=4
  R1211: concat(70,24) = 7024 -> D=0,C=7,A=2,B=4
  R1212: concat(71,24) = 7124 -> D=1,C=7,A=2,B=4
  R1213: concat(73,24) = 7324 -> D=3,C=7,A=2,B=4
  R1214: concat(75,24) = 7524 -> D=5,C=7,A=2,B=4
  R1215: concat(76,24) = 7624 -> D=6,C=7,A=2,B=4
  R1216: concat(78,24) = 7824 -> D=8,C=7,A=2,B=4
  R1217: concat(79,24) = 7924 -> D=9,C=7,A=2,B=4
  R1218: concat(80,24) = 8024 -> D=0,C=8,A=2,B=4
  R1219: concat(81,24) = 8124 -> D=1,C=8,A=2,B=4
  R1220: concat(83,24) = 8324 -> D=3,C=8,A=2,B=4
  R1221: concat(85,24) = 8524 -> D=5,C=8,A=2,B=4
  R1222: concat(86,24) = 8624 -> D=6,C=8,A=2,B=4
  R1223: concat(87,24) = 8724 -> D=7,C=8,A=2,B=4
  R1224: concat(89,24) = 8924 -> D=9,C=8,A=2,B=4
  R1225: concat(90,24) = 9024 -> D=0,C=9,A=2,B=4
  R1226: concat(91,24) = 9124 -> D=1,C=9,A=2,B=4
  R1227: concat(93,24) = 9324 -> D=3,C=9,A=2,B=4
  R1228: concat(95,24) = 9524 -> D=5,C=9,A=2,B=4
  R1229: concat(96,24) = 9624 -> D=6,C=9,A=2,B=4
  R1230: concat(97,24) = 9724 -> D=7,C=9,A=2,B=4
  R1231: concat(98,24) = 9824 -> D=8,C=9,A=2,B=4
  R1232: concat(01,25) = 0125 -> D=1,C=0,A=2,B=5
  R1233: concat(03,25) = 0325 -> D=3,C=0,A=2,B=5
  R1234: concat(04,25) = 0425 -> D=4,C=0,A=2,B=5
  R1235: concat(06,25) = 0625 -> D=6,C=0,A=2,B=5
  R1236: concat(07,25) = 0725 -> D=7,C=0,A=2,B=5
  R1237: concat(08,25) = 0825 -> D=8,C=0,A=2,B=5
  R1238: concat(09,25) = 0925 -> D=9,C=0,A=2,B=5
  R1239: concat(10,25) = 1025 -> D=0,C=1,A=2,B=5
  R1240: concat(13,25) = 1325 -> D=3,C=1,A=2,B=5
  R1241: concat(14,25) = 1425 -> D=4,C=1,A=2,B=5
  R1242: concat(16,25) = 1625 -> D=6,C=1,A=2,B=5
  R1243: concat(17,25) = 1725 -> D=7,C=1,A=2,B=5
  R1244: concat(18,25) = 1825 -> D=8,C=1,A=2,B=5
  R1245: concat(19,25) = 1925 -> D=9,C=1,A=2,B=5
  R1246: concat(30,25) = 3025 -> D=0,C=3,A=2,B=5
  R1247: concat(31,25) = 3125 -> D=1,C=3,A=2,B=5
  R1248: concat(34,25) = 3425 -> D=4,C=3,A=2,B=5
  R1249: concat(36,25) = 3625 -> D=6,C=3,A=2,B=5
  R1250: concat(37,25) = 3725 -> D=7,C=3,A=2,B=5
  R1251: concat(38,25) = 3825 -> D=8,C=3,A=2,B=5
  R1252: concat(39,25) = 3925 -> D=9,C=3,A=2,B=5
  R1253: concat(40,25) = 4025 -> D=0,C=4,A=2,B=5
  R1254: concat(41,25) = 4125 -> D=1,C=4,A=2,B=5
  R1255: concat(43,25) = 4325 -> D=3,C=4,A=2,B=5
  R1256: concat(46,25) = 4625 -> D=6,C=4,A=2,B=5
  R1257: concat(47,25) = 4725 -> D=7,C=4,A=2,B=5
  R1258: concat(48,25) = 4825 -> D=8,C=4,A=2,B=5
  R1259: concat(49,25) = 4925 -> D=9,C=4,A=2,B=5
  R1260: concat(60,25) = 6025 -> D=0,C=6,A=2,B=5
  R1261: concat(61,25) = 6125 -> D=1,C=6,A=2,B=5
  R1262: concat(63,25) = 6325 -> D=3,C=6,A=2,B=5
  R1263: concat(64,25) = 6425 -> D=4,C=6,A=2,B=5
  R1264: concat(67,25) = 6725 -> D=7,C=6,A=2,B=5
  R1265: concat(68,25) = 6825 -> D=8,C=6,A=2,B=5
  R1266: concat(69,25) = 6925 -> D=9,C=6,A=2,B=5
  R1267: concat(70,25) = 7025 -> D=0,C=7,A=2,B=5
  R1268: concat(71,25) = 7125 -> D=1,C=7,A=2,B=5
  R1269: concat(73,25) = 7325 -> D=3,C=7,A=2,B=5
  R1270: concat(74,25) = 7425 -> D=4,C=7,A=2,B=5
  R1271: concat(76,25) = 7625 -> D=6,C=7,A=2,B=5
  R1272: concat(78,25) = 7825 -> D=8,C=7,A=2,B=5
  R1273: concat(79,25) = 7925 -> D=9,C=7,A=2,B=5
  R1274: concat(80,25) = 8025 -> D=0,C=8,A=2,B=5
  R1275: concat(81,25) = 8125 -> D=1,C=8,A=2,B=5
  R1276: concat(83,25) = 8325 -> D=3,C=8,A=2,B=5
  R1277: concat(84,25) = 8425 -> D=4,C=8,A=2,B=5
  R1278: concat(86,25) = 8625 -> D=6,C=8,A=2,B=5
  R1279: concat(87,25) = 8725 -> D=7,C=8,A=2,B=5
  R1280: concat(89,25) = 8925 -> D=9,C=8,A=2,B=5
  R1281: concat(90,25) = 9025 -> D=0,C=9,A=2,B=5
  R1282: concat(91,25) = 9125 -> D=1,C=9,A=2,B=5
  R1283: concat(93,25) = 9325 -> D=3,C=9,A=2,B=5
  R1284: concat(94,25) = 9425 -> D=4,C=9,A=2,B=5
  R1285: concat(96,25) = 9625 -> D=6,C=9,A=2,B=5
  R1286: concat(97,25) = 9725 -> D=7,C=9,A=2,B=5
  R1287: concat(98,25) = 9825 -> D=8,C=9,A=2,B=5
  R1288: concat(01,26) = 0126 -> D=1,C=0,A=2,B=6
  R1289: concat(03,26) = 0326 -> D=3,C=0,A=2,B=6
  R1290: concat(04,26) = 0426 -> D=4,C=0,A=2,B=6
  R1291: concat(05,26) = 0526 -> D=5,C=0,A=2,B=6
  R1292: concat(07,26) = 0726 -> D=7,C=0,A=2,B=6
  R1293: concat(08,26) = 0826 -> D=8,C=0,A=2,B=6
  R1294: concat(09,26) = 0926 -> D=9,C=0,A=2,B=6
  R1295: concat(10,26) = 1026 -> D=0,C=1,A=2,B=6
  R1296: concat(13,26) = 1326 -> D=3,C=1,A=2,B=6
  R1297: concat(14,26) = 1426 -> D=4,C=1,A=2,B=6
  R1298: concat(15,26) = 1526 -> D=5,C=1,A=2,B=6
  R1299: concat(17,26) = 1726 -> D=7,C=1,A=2,B=6
  R1300: concat(18,26) = 1826 -> D=8,C=1,A=2,B=6
  R1301: concat(19,26) = 1926 -> D=9,C=1,A=2,B=6
  R1302: concat(30,26) = 3026 -> D=0,C=3,A=2,B=6
  R1303: concat(31,26) = 3126 -> D=1,C=3,A=2,B=6
  R1304: concat(34,26) = 3426 -> D=4,C=3,A=2,B=6
  R1305: concat(35,26) = 3526 -> D=5,C=3,A=2,B=6
  R1306: concat(37,26) = 3726 -> D=7,C=3,A=2,B=6
  R1307: concat(38,26) = 3826 -> D=8,C=3,A=2,B=6
  R1308: concat(39,26) = 3926 -> D=9,C=3,A=2,B=6
  R1309: concat(40,26) = 4026 -> D=0,C=4,A=2,B=6
  R1310: concat(41,26) = 4126 -> D=1,C=4,A=2,B=6
  R1311: concat(43,26) = 4326 -> D=3,C=4,A=2,B=6
  R1312: concat(45,26) = 4526 -> D=5,C=4,A=2,B=6
  R1313: concat(47,26) = 4726 -> D=7,C=4,A=2,B=6
  R1314: concat(48,26) = 4826 -> D=8,C=4,A=2,B=6
  R1315: concat(49,26) = 4926 -> D=9,C=4,A=2,B=6
  R1316: concat(50,26) = 5026 -> D=0,C=5,A=2,B=6
  R1317: concat(51,26) = 5126 -> D=1,C=5,A=2,B=6
  R1318: concat(53,26) = 5326 -> D=3,C=5,A=2,B=6
  R1319: concat(54,26) = 5426 -> D=4,C=5,A=2,B=6
  R1320: concat(57,26) = 5726 -> D=7,C=5,A=2,B=6
  R1321: concat(58,26) = 5826 -> D=8,C=5,A=2,B=6
  R1322: concat(59,26) = 5926 -> D=9,C=5,A=2,B=6
  R1323: concat(70,26) = 7026 -> D=0,C=7,A=2,B=6
  R1324: concat(71,26) = 7126 -> D=1,C=7,A=2,B=6
  R1325: concat(73,26) = 7326 -> D=3,C=7,A=2,B=6
  R1326: concat(74,26) = 7426 -> D=4,C=7,A=2,B=6
  R1327: concat(75,26) = 7526 -> D=5,C=7,A=2,B=6
  R1328: concat(78,26) = 7826 -> D=8,C=7,A=2,B=6
  R1329: concat(79,26) = 7926 -> D=9,C=7,A=2,B=6
  R1330: concat(80,26) = 8026 -> D=0,C=8,A=2,B=6
  R1331: concat(81,26) = 8126 -> D=1,C=8,A=2,B=6
  R1332: concat(83,26) = 8326 -> D=3,C=8,A=2,B=6
  R1333: concat(84,26) = 8426 -> D=4,C=8,A=2,B=6
  R1334: concat(85,26) = 8526 -> D=5,C=8,A=2,B=6
  R1335: concat(87,26) = 8726 -> D=7,C=8,A=2,B=6
  R1336: concat(89,26) = 8926 -> D=9,C=8,A=2,B=6
  R1337: concat(90,26) = 9026 -> D=0,C=9,A=2,B=6
  R1338: concat(91,26) = 9126 -> D=1,C=9,A=2,B=6
  R1339: concat(93,26) = 9326 -> D=3,C=9,A=2,B=6
  R1340: concat(94,26) = 9426 -> D=4,C=9,A=2,B=6
  R1341: concat(95,26) = 9526 -> D=5,C=9,A=2,B=6
  R1342: concat(97,26) = 9726 -> D=7,C=9,A=2,B=6
  R1343: concat(98,26) = 9826 -> D=8,C=9,A=2,B=6
  R1344: concat(01,27) = 0127 -> D=1,C=0,A=2,B=7
  R1345: concat(03,27) = 0327 -> D=3,C=0,A=2,B=7
  R1346: concat(04,27) = 0427 -> D=4,C=0,A=2,B=7
  R1347: concat(05,27) = 0527 -> D=5,C=0,A=2,B=7
  R1348: concat(06,27) = 0627 -> D=6,C=0,A=2,B=7
  R1349: concat(08,27) = 0827 -> D=8,C=0,A=2,B=7
  R1350: concat(09,27) = 0927 -> D=9,C=0,A=2,B=7
  R1351: concat(10,27) = 1027 -> D=0,C=1,A=2,B=7
  R1352: concat(13,27) = 1327 -> D=3,C=1,A=2,B=7
  R1353: concat(14,27) = 1427 -> D=4,C=1,A=2,B=7
  R1354: concat(15,27) = 1527 -> D=5,C=1,A=2,B=7
  R1355: concat(16,27) = 1627 -> D=6,C=1,A=2,B=7
  R1356: concat(18,27) = 1827 -> D=8,C=1,A=2,B=7
  R1357: concat(19,27) = 1927 -> D=9,C=1,A=2,B=7
  R1358: concat(30,27) = 3027 -> D=0,C=3,A=2,B=7
  R1359: concat(31,27) = 3127 -> D=1,C=3,A=2,B=7
  R1360: concat(34,27) = 3427 -> D=4,C=3,A=2,B=7
  R1361: concat(35,27) = 3527 -> D=5,C=3,A=2,B=7
  R1362: concat(36,27) = 3627 -> D=6,C=3,A=2,B=7
  R1363: concat(38,27) = 3827 -> D=8,C=3,A=2,B=7
  R1364: concat(39,27) = 3927 -> D=9,C=3,A=2,B=7
  R1365: concat(40,27) = 4027 -> D=0,C=4,A=2,B=7
  R1366: concat(41,27) = 4127 -> D=1,C=4,A=2,B=7
  R1367: concat(43,27) = 4327 -> D=3,C=4,A=2,B=7
  R1368: concat(45,27) = 4527 -> D=5,C=4,A=2,B=7
  R1369: concat(46,27) = 4627 -> D=6,C=4,A=2,B=7
  R1370: concat(48,27) = 4827 -> D=8,C=4,A=2,B=7
  R1371: concat(49,27) = 4927 -> D=9,C=4,A=2,B=7
  R1372: concat(50,27) = 5027 -> D=0,C=5,A=2,B=7
  R1373: concat(51,27) = 5127 -> D=1,C=5,A=2,B=7
  R1374: concat(53,27) = 5327 -> D=3,C=5,A=2,B=7
  R1375: concat(54,27) = 5427 -> D=4,C=5,A=2,B=7
  R1376: concat(56,27) = 5627 -> D=6,C=5,A=2,B=7
  R1377: concat(58,27) = 5827 -> D=8,C=5,A=2,B=7
  R1378: concat(59,27) = 5927 -> D=9,C=5,A=2,B=7
  R1379: concat(60,27) = 6027 -> D=0,C=6,A=2,B=7
  R1380: concat(61,27) = 6127 -> D=1,C=6,A=2,B=7
  R1381: concat(63,27) = 6327 -> D=3,C=6,A=2,B=7
  R1382: concat(64,27) = 6427 -> D=4,C=6,A=2,B=7
  R1383: concat(65,27) = 6527 -> D=5,C=6,A=2,B=7
  R1384: concat(68,27) = 6827 -> D=8,C=6,A=2,B=7
  R1385: concat(69,27) = 6927 -> D=9,C=6,A=2,B=7
  R1386: concat(80,27) = 8027 -> D=0,C=8,A=2,B=7
  R1387: concat(81,27) = 8127 -> D=1,C=8,A=2,B=7
  R1388: concat(83,27) = 8327 -> D=3,C=8,A=2,B=7
  R1389: concat(84,27) = 8427 -> D=4,C=8,A=2,B=7
  R1390: concat(85,27) = 8527 -> D=5,C=8,A=2,B=7
  R1391: concat(86,27) = 8627 -> D=6,C=8,A=2,B=7
  R1392: concat(89,27) = 8927 -> D=9,C=8,A=2,B=7
  R1393: concat(90,27) = 9027 -> D=0,C=9,A=2,B=7
  R1394: concat(91,27) = 9127 -> D=1,C=9,A=2,B=7
  R1395: concat(93,27) = 9327 -> D=3,C=9,A=2,B=7
  R1396: concat(94,27) = 9427 -> D=4,C=9,A=2,B=7
  R1397: concat(95,27) = 9527 -> D=5,C=9,A=2,B=7
  R1398: concat(96,27) = 9627 -> D=6,C=9,A=2,B=7
  R1399: concat(98,27) = 9827 -> D=8,C=9,A=2,B=7
  R1400: concat(01,28) = 0128 -> D=1,C=0,A=2,B=8
  R1401: concat(03,28) = 0328 -> D=3,C=0,A=2,B=8
  R1402: concat(04,28) = 0428 -> D=4,C=0,A=2,B=8
  R1403: concat(05,28) = 0528 -> D=5,C=0,A=2,B=8
  R1404: concat(06,28) = 0628 -> D=6,C=0,A=2,B=8
  R1405: concat(07,28) = 0728 -> D=7,C=0,A=2,B=8
  R1406: concat(09,28) = 0928 -> D=9,C=0,A=2,B=8
  R1407: concat(10,28) = 1028 -> D=0,C=1,A=2,B=8
  R1408: concat(13,28) = 1328 -> D=3,C=1,A=2,B=8
  R1409: concat(14,28) = 1428 -> D=4,C=1,A=2,B=8
  R1410: concat(15,28) = 1528 -> D=5,C=1,A=2,B=8
  R1411: concat(16,28) = 1628 -> D=6,C=1,A=2,B=8
  R1412: concat(17,28) = 1728 -> D=7,C=1,A=2,B=8
  R1413: concat(19,28) = 1928 -> D=9,C=1,A=2,B=8
  R1414: concat(30,28) = 3028 -> D=0,C=3,A=2,B=8
  R1415: concat(31,28) = 3128 -> D=1,C=3,A=2,B=8
  R1416: concat(34,28) = 3428 -> D=4,C=3,A=2,B=8
  R1417: concat(35,28) = 3528 -> D=5,C=3,A=2,B=8
  R1418: concat(36,28) = 3628 -> D=6,C=3,A=2,B=8
  R1419: concat(37,28) = 3728 -> D=7,C=3,A=2,B=8
  R1420: concat(39,28) = 3928 -> D=9,C=3,A=2,B=8
  R1421: concat(40,28) = 4028 -> D=0,C=4,A=2,B=8
  R1422: concat(41,28) = 4128 -> D=1,C=4,A=2,B=8
  R1423: concat(43,28) = 4328 -> D=3,C=4,A=2,B=8
  R1424: concat(45,28) = 4528 -> D=5,C=4,A=2,B=8
  R1425: concat(46,28) = 4628 -> D=6,C=4,A=2,B=8
  R1426: concat(47,28) = 4728 -> D=7,C=4,A=2,B=8
  R1427: concat(49,28) = 4928 -> D=9,C=4,A=2,B=8
  R1428: concat(50,28) = 5028 -> D=0,C=5,A=2,B=8
  R1429: concat(51,28) = 5128 -> D=1,C=5,A=2,B=8
  R1430: concat(53,28) = 5328 -> D=3,C=5,A=2,B=8
  R1431: concat(54,28) = 5428 -> D=4,C=5,A=2,B=8
  R1432: concat(56,28) = 5628 -> D=6,C=5,A=2,B=8
  R1433: concat(57,28) = 5728 -> D=7,C=5,A=2,B=8
  R1434: concat(59,28) = 5928 -> D=9,C=5,A=2,B=8
  R1435: concat(60,28) = 6028 -> D=0,C=6,A=2,B=8
  R1436: concat(61,28) = 6128 -> D=1,C=6,A=2,B=8
  R1437: concat(63,28) = 6328 -> D=3,C=6,A=2,B=8
  R1438: concat(64,28) = 6428 -> D=4,C=6,A=2,B=8
  R1439: concat(65,28) = 6528 -> D=5,C=6,A=2,B=8
  R1440: concat(67,28) = 6728 -> D=7,C=6,A=2,B=8
  R1441: concat(69,28) = 6928 -> D=9,C=6,A=2,B=8
  R1442: concat(70,28) = 7028 -> D=0,C=7,A=2,B=8
  R1443: concat(71,28) = 7128 -> D=1,C=7,A=2,B=8
  R1444: concat(73,28) = 7328 -> D=3,C=7,A=2,B=8
  R1445: concat(74,28) = 7428 -> D=4,C=7,A=2,B=8
  R1446: concat(75,28) = 7528 -> D=5,C=7,A=2,B=8
  R1447: concat(76,28) = 7628 -> D=6,C=7,A=2,B=8
  R1448: concat(79,28) = 7928 -> D=9,C=7,A=2,B=8
  R1449: concat(90,28) = 9028 -> D=0,C=9,A=2,B=8
  R1450: concat(91,28) = 9128 -> D=1,C=9,A=2,B=8
  R1451: concat(93,28) = 9328 -> D=3,C=9,A=2,B=8
  R1452: concat(94,28) = 9428 -> D=4,C=9,A=2,B=8
  R1453: concat(95,28) = 9528 -> D=5,C=9,A=2,B=8
  R1454: concat(96,28) = 9628 -> D=6,C=9,A=2,B=8
  R1455: concat(97,28) = 9728 -> D=7,C=9,A=2,B=8
  R1456: concat(01,29) = 0129 -> D=1,C=0,A=2,B=9
  R1457: concat(03,29) = 0329 -> D=3,C=0,A=2,B=9
  R1458: concat(04,29) = 0429 -> D=4,C=0,A=2,B=9
  R1459: concat(05,29) = 0529 -> D=5,C=0,A=2,B=9
  R1460: concat(06,29) = 0629 -> D=6,C=0,A=2,B=9
  R1461: concat(07,29) = 0729 -> D=7,C=0,A=2,B=9
  R1462: concat(08,29) = 0829 -> D=8,C=0,A=2,B=9
  R1463: concat(10,29) = 1029 -> D=0,C=1,A=2,B=9
  R1464: concat(13,29) = 1329 -> D=3,C=1,A=2,B=9
  R1465: concat(14,29) = 1429 -> D=4,C=1,A=2,B=9
  R1466: concat(15,29) = 1529 -> D=5,C=1,A=2,B=9
  R1467: concat(16,29) = 1629 -> D=6,C=1,A=2,B=9
  R1468: concat(17,29) = 1729 -> D=7,C=1,A=2,B=9
  R1469: concat(18,29) = 1829 -> D=8,C=1,A=2,B=9
  R1470: concat(30,29) = 3029 -> D=0,C=3,A=2,B=9
  R1471: concat(31,29) = 3129 -> D=1,C=3,A=2,B=9
  R1472: concat(34,29) = 3429 -> D=4,C=3,A=2,B=9
  R1473: concat(35,29) = 3529 -> D=5,C=3,A=2,B=9
  R1474: concat(36,29) = 3629 -> D=6,C=3,A=2,B=9
  R1475: concat(37,29) = 3729 -> D=7,C=3,A=2,B=9
  R1476: concat(38,29) = 3829 -> D=8,C=3,A=2,B=9
  R1477: concat(40,29) = 4029 -> D=0,C=4,A=2,B=9
  R1478: concat(41,29) = 4129 -> D=1,C=4,A=2,B=9
  R1479: concat(43,29) = 4329 -> D=3,C=4,A=2,B=9
  R1480: concat(45,29) = 4529 -> D=5,C=4,A=2,B=9
  R1481: concat(46,29) = 4629 -> D=6,C=4,A=2,B=9
  R1482: concat(47,29) = 4729 -> D=7,C=4,A=2,B=9
  R1483: concat(48,29) = 4829 -> D=8,C=4,A=2,B=9
  R1484: concat(50,29) = 5029 -> D=0,C=5,A=2,B=9
  R1485: concat(51,29) = 5129 -> D=1,C=5,A=2,B=9
  R1486: concat(53,29) = 5329 -> D=3,C=5,A=2,B=9
  R1487: concat(54,29) = 5429 -> D=4,C=5,A=2,B=9
  R1488: concat(56,29) = 5629 -> D=6,C=5,A=2,B=9
  R1489: concat(57,29) = 5729 -> D=7,C=5,A=2,B=9
  R1490: concat(58,29) = 5829 -> D=8,C=5,A=2,B=9
  R1491: concat(60,29) = 6029 -> D=0,C=6,A=2,B=9
  R1492: concat(61,29) = 6129 -> D=1,C=6,A=2,B=9
  R1493: concat(63,29) = 6329 -> D=3,C=6,A=2,B=9
  R1494: concat(64,29) = 6429 -> D=4,C=6,A=2,B=9
  R1495: concat(65,29) = 6529 -> D=5,C=6,A=2,B=9
  R1496: concat(67,29) = 6729 -> D=7,C=6,A=2,B=9
  R1497: concat(68,29) = 6829 -> D=8,C=6,A=2,B=9
  R1498: concat(70,29) = 7029 -> D=0,C=7,A=2,B=9
  R1499: concat(71,29) = 7129 -> D=1,C=7,A=2,B=9
  R1500: concat(73,29) = 7329 -> D=3,C=7,A=2,B=9
  R1501: concat(74,29) = 7429 -> D=4,C=7,A=2,B=9
  R1502: concat(75,29) = 7529 -> D=5,C=7,A=2,B=9
  R1503: concat(76,29) = 7629 -> D=6,C=7,A=2,B=9
  R1504: concat(78,29) = 7829 -> D=8,C=7,A=2,B=9
  R1505: concat(80,29) = 8029 -> D=0,C=8,A=2,B=9
  R1506: concat(81,29) = 8129 -> D=1,C=8,A=2,B=9
  R1507: concat(83,29) = 8329 -> D=3,C=8,A=2,B=9
  R1508: concat(84,29) = 8429 -> D=4,C=8,A=2,B=9
  R1509: concat(85,29) = 8529 -> D=5,C=8,A=2,B=9
  R1510: concat(86,29) = 8629 -> D=6,C=8,A=2,B=9
  R1511: concat(87,29) = 8729 -> D=7,C=8,A=2,B=9
  R1512: concat(12,30) = 1230 -> D=2,C=1,A=3,B=0
  R1513: concat(14,30) = 1430 -> D=4,C=1,A=3,B=0
  R1514: concat(15,30) = 1530 -> D=5,C=1,A=3,B=0
  R1515: concat(16,30) = 1630 -> D=6,C=1,A=3,B=0
  R1516: concat(17,30) = 1730 -> D=7,C=1,A=3,B=0
  R1517: concat(18,30) = 1830 -> D=8,C=1,A=3,B=0
  R1518: concat(19,30) = 1930 -> D=9,C=1,A=3,B=0
  R1519: concat(21,30) = 2130 -> D=1,C=2,A=3,B=0
  R1520: concat(24,30) = 2430 -> D=4,C=2,A=3,B=0
  R1521: concat(25,30) = 2530 -> D=5,C=2,A=3,B=0
  R1522: concat(26,30) = 2630 -> D=6,C=2,A=3,B=0
  R1523: concat(27,30) = 2730 -> D=7,C=2,A=3,B=0
  R1524: concat(28,30) = 2830 -> D=8,C=2,A=3,B=0
  R1525: concat(29,30) = 2930 -> D=9,C=2,A=3,B=0
  R1526: concat(41,30) = 4130 -> D=1,C=4,A=3,B=0
  R1527: concat(42,30) = 4230 -> D=2,C=4,A=3,B=0
  R1528: concat(45,30) = 4530 -> D=5,C=4,A=3,B=0
  R1529: concat(46,30) = 4630 -> D=6,C=4,A=3,B=0
  R1530: concat(47,30) = 4730 -> D=7,C=4,A=3,B=0
  R1531: concat(48,30) = 4830 -> D=8,C=4,A=3,B=0
  R1532: concat(49,30) = 4930 -> D=9,C=4,A=3,B=0
  R1533: concat(51,30) = 5130 -> D=1,C=5,A=3,B=0
  R1534: concat(52,30) = 5230 -> D=2,C=5,A=3,B=0
  R1535: concat(54,30) = 5430 -> D=4,C=5,A=3,B=0
  R1536: concat(56,30) = 5630 -> D=6,C=5,A=3,B=0
  R1537: concat(57,30) = 5730 -> D=7,C=5,A=3,B=0
  R1538: concat(58,30) = 5830 -> D=8,C=5,A=3,B=0
  R1539: concat(59,30) = 5930 -> D=9,C=5,A=3,B=0
  R1540: concat(61,30) = 6130 -> D=1,C=6,A=3,B=0
  R1541: concat(62,30) = 6230 -> D=2,C=6,A=3,B=0
  R1542: concat(64,30) = 6430 -> D=4,C=6,A=3,B=0
  R1543: concat(65,30) = 6530 -> D=5,C=6,A=3,B=0
  R1544: concat(67,30) = 6730 -> D=7,C=6,A=3,B=0
  R1545: concat(68,30) = 6830 -> D=8,C=6,A=3,B=0
  R1546: concat(69,30) = 6930 -> D=9,C=6,A=3,B=0
  R1547: concat(71,30) = 7130 -> D=1,C=7,A=3,B=0
  R1548: concat(72,30) = 7230 -> D=2,C=7,A=3,B=0
  R1549: concat(74,30) = 7430 -> D=4,C=7,A=3,B=0
  R1550: concat(75,30) = 7530 -> D=5,C=7,A=3,B=0
  R1551: concat(76,30) = 7630 -> D=6,C=7,A=3,B=0
  R1552: concat(78,30) = 7830 -> D=8,C=7,A=3,B=0
  R1553: concat(79,30) = 7930 -> D=9,C=7,A=3,B=0
  R1554: concat(81,30) = 8130 -> D=1,C=8,A=3,B=0
  R1555: concat(82,30) = 8230 -> D=2,C=8,A=3,B=0
  R1556: concat(84,30) = 8430 -> D=4,C=8,A=3,B=0
  R1557: concat(85,30) = 8530 -> D=5,C=8,A=3,B=0
  R1558: concat(86,30) = 8630 -> D=6,C=8,A=3,B=0
  R1559: concat(87,30) = 8730 -> D=7,C=8,A=3,B=0
  R1560: concat(89,30) = 8930 -> D=9,C=8,A=3,B=0
  R1561: concat(91,30) = 9130 -> D=1,C=9,A=3,B=0
  R1562: concat(92,30) = 9230 -> D=2,C=9,A=3,B=0
  R1563: concat(94,30) = 9430 -> D=4,C=9,A=3,B=0
  R1564: concat(95,30) = 9530 -> D=5,C=9,A=3,B=0
  R1565: concat(96,30) = 9630 -> D=6,C=9,A=3,B=0
  R1566: concat(97,30) = 9730 -> D=7,C=9,A=3,B=0
  R1567: concat(98,30) = 9830 -> D=8,C=9,A=3,B=0
  R1568: concat(02,31) = 0231 -> D=2,C=0,A=3,B=1
  R1569: concat(04,31) = 0431 -> D=4,C=0,A=3,B=1
  R1570: concat(05,31) = 0531 -> D=5,C=0,A=3,B=1
  R1571: concat(06,31) = 0631 -> D=6,C=0,A=3,B=1
  R1572: concat(07,31) = 0731 -> D=7,C=0,A=3,B=1
  R1573: concat(08,31) = 0831 -> D=8,C=0,A=3,B=1
  R1574: concat(09,31) = 0931 -> D=9,C=0,A=3,B=1
  R1575: concat(20,31) = 2031 -> D=0,C=2,A=3,B=1
  R1576: concat(24,31) = 2431 -> D=4,C=2,A=3,B=1
  R1577: concat(25,31) = 2531 -> D=5,C=2,A=3,B=1
  R1578: concat(26,31) = 2631 -> D=6,C=2,A=3,B=1
  R1579: concat(27,31) = 2731 -> D=7,C=2,A=3,B=1
  R1580: concat(28,31) = 2831 -> D=8,C=2,A=3,B=1
  R1581: concat(29,31) = 2931 -> D=9,C=2,A=3,B=1
  R1582: concat(40,31) = 4031 -> D=0,C=4,A=3,B=1
  R1583: concat(42,31) = 4231 -> D=2,C=4,A=3,B=1
